,City,Cloudiness,Country,Humidity,Lat,Max Temp,Wind Speed
508,Yaring,8,TH,86,6.87,73.83,4.5
509,Praia da Vitoria,40,PT,82,38.73,59,28.77
510,Zhigalovo,64,RU,71,54.81,14.57,2.15
511,Saquarema,75,BR,94,-22.93,80.6,2.24
512,Chumikan,64,RU,65,54.72,14.88,2.71
513,Atherton,0,GB,65,53.52,48.99,13.87
514,Gander,20,CA,67,48.95,19.4,17.22
515,Maxixe,20,MZ,99,-23.86,77.84,8.19
516,Progreso,20,UY,68,-34.68,72,4.7
517,Fougamou,20,GA,94,-1.22,71.18,2.37
518,Leh,76,IN,81,34.16,-1.55,0.25
519,Piopio,92,CL,77,-42.79,59,3.36
520,Broome,90,GB,100,52.47,54,19.46
521,Kanchanaburi,0,TH,80,14.03,75.54,3.38
522,Nyurba,0,RU,63,63.29,-3.8,2.59
523,Valdemarpils,90,LV,87,57.37,37.4,14.99
524,Sola,90,FI,85,62.78,19.99,14.99
525,Matay,0,EG,73,28.42,41.12,3.94
526,Plaster Rock,1,CA,41,46.91,21.99,6.93
527,Conde,68,BR,83,-11.81,81.93,6.96
528,Myitkyina,0,MM,87,25.38,51.78,2.37
529,Halifax,90,CA,58,44.65,30.99,16.11
530,Havoysund,48,NO,92,71,23,26.4
531,Salta,75,AR,68,-24.79,75.2,8.05
532,Shenjiamen,92,CN,100,29.96,46.34,13
533,Monywa,0,MM,80,22.12,58.44,5.5
534,Shestakovo,68,RU,82,56.49,17.49,2.37
535,Labuhan,76,ID,93,-2.54,74.91,1.14
536,Ejido,36,VE,76,8.55,63.93,0.81
537,Kamenka,56,RU,85,53.19,11.73,8.75
538,Chapais,90,CA,61,49.78,15.8,4.7
539,Ovalle,8,CL,83,-30.6,66.59,2.82
540,Vilyuysk,0,RU,64,63.75,-8.66,2.59
541,Santa Marta,75,CO,55,11.24,86,16.11
542,Inuvik,20,CA,50,68.36,5,8.05
543,Airai,12,TL,84,-8.93,76.04,1.92
544,Shimanovsk,0,RU,68,52,11.15,2.48
545,Tazovskiy,56,RU,96,67.47,16.19,16.02
546,Caravelas,0,BR,100,-17.73,83.78,15.79
547,Mbengwi,88,CM,70,6,67.98,3.04
548,Palana,20,RU,56,59.08,5.16,3.38
549,Bikaner,92,IN,70,28.02,62.31,6.17
550,North Mankato,90,US,78,44.17,10.99,16.11
551,Saint-Pierre,0,FR,87,48.95,48.2,13.87
552,Vaitape,56,PF,100,-16.52,83.96,5.28
553,Shubarkuduk,88,KZ,93,49.15,31.49,18.03
554,Turbat,0,PK,85,26,45.53,2.71
555,Half Moon Bay,90,US,100,37.46,62.01,9.17
556,Tacoronte,64,ES,87,28.48,64,5.82
557,Preobrazheniye,0,RU,71,42.9,34.14,2.82
558,Port Hueneme,75,US,82,34.15,63,10.29
